timestamp,open,high,low,close,volume
2020-02-24 00:00:00+00,1.295200,1.295460,1.288680,1.292420,33660.0000
2020-02-25 00:00:00+00,1.292440,1.301780,1.291420,1.300280,36038.0000
2020-02-26 00:00:00+00,1.300260,1.300820,1.289600,1.290620,38639.0000
2020-02-27 00:00:00+00,1.290640,1.294640,1.286020,1.288780,49583.0000
2020-02-28 00:00:00+00,1.288800,1.291980,1.272600,1.281920,61916.0000
2020-03-01 00:00:00+00,1.277930,1.282600,1.277880,1.280450,1838.0000
2020-03-02 00:00:00+00,1.280480,1.285080,1.273990,1.276680,66758.0000
2020-03-03 00:00:00+00,1.276660,1.284410,1.275860,1.282000,72517.0000
2020-03-04 00:00:00+00,1.282020,1.287290,1.277020,1.287130,50203.0000
2020-03-05 00:00:00+00,1.287160,1.296860,1.286100,1.294950,39867.0000
2020-03-06 00:00:00+00,1.294970,1.305250,1.294900,1.304790,72742.0000
2020-03-08 00:00:00+00,1.307810,1.310610,1.307600,1.309660,4454.0000
2020-03-09 00:00:00+00,1.309640,1.320080,1.303500,1.307300,130705.0000
2020-03-10 00:00:00+00,1.307330,1.308890,1.286710,1.290540,103503.0000
2020-03-11 00:00:00+00,1.290510,1.297650,1.280440,1.281780,79902.0000
2020-03-12 00:00:00+00,1.281760,1.284930,1.249110,1.257320,121995.0000
2020-03-13 00:00:00+00,1.257280,1.262480,1.226180,1.227720,118471.0000
2020-03-15 00:00:00+00,1.226680,1.242460,1.226230,1.239870,12756.0000
2020-03-16 00:00:00+00,1.239820,1.239950,1.220220,1.226700,138360.0000
2020-03-17 00:00:00+00,1.226660,1.226870,1.200170,1.211650,131222.0000
2020-03-18 00:00:00+00,1.211680,1.213000,1.145020,1.160980,132028.0000
2020-03-19 00:00:00+00,1.161030,1.179400,1.141160,1.149160,151877.0000
2020-03-20 00:00:00+00,1.149200,1.193480,1.147820,1.164970,131156.0000
2020-03-22 00:00:00+00,1.167460,1.169410,1.153280,1.162030,6934.0000
2020-03-23 00:00:00+00,1.161970,1.171460,1.144720,1.159560,123663.0000
2020-03-24 00:00:00+00,1.159530,1.180000,1.158030,1.178920,121775.0000
2020-03-25 00:00:00+00,1.178940,1.197380,1.163920,1.184750,137201.0000
2020-03-26 00:00:00+00,1.184700,1.222920,1.181970,1.219280,119562.0000
2020-03-27 00:00:00+00,1.219320,1.248560,1.214470,1.245710,126238.0000
2020-03-29 00:00:00+00,1.242920,1.245560,1.239380,1.245140,2969.0000
2020-03-30 00:00:00+00,1.245170,1.246720,1.231750,1.236900,94745.0000
2020-03-31 00:00:00+00,1.236930,1.247340,1.224360,1.240620,118387.0000
2020-04-01 00:00:00+00,1.240660,1.243900,1.233080,1.238060,74391.0000
2020-04-02 00:00:00+00,1.238080,1.247550,1.234800,1.239170,78506.0000
2020-04-03 00:00:00+00,1.239140,1.239540,1.220520,1.227030,66582.0000
2020-04-05 00:00:00+00,1.223250,1.226440,1.221150,1.221770,2860.0000
2020-04-06 00:00:00+00,1.221800,1.232720,1.216560,1.223150,63312.0000
2020-04-07 00:00:00+00,1.223180,1.238440,1.221890,1.233720,69084.0000
2020-04-08 00:00:00+00,1.233700,1.242000,1.228820,1.239090,47744.0000
2020-04-09 00:00:00+00,1.239060,1.248420,1.236120,1.245480,56462.0000
2020-04-10 00:00:00+00,1.245420,1.248700,1.244580,1.245440,4143.0000
2020-04-12 00:00:00+00,1.245400,1.247320,1.245400,1.245940,994.0000
2020-04-13 00:00:00+00,1.245920,1.253680,1.245370,1.252080,28538.0000
2020-04-14 00:00:00+00,1.252110,1.264790,1.250960,1.262500,45424.0000
2020-04-15 00:00:00+00,1.262470,1.262470,1.243700,1.251880,45986.0000
2020-04-16 00:00:00+00,1.251860,1.252510,1.240860,1.248820,52219.0000
2020-04-17 00:00:00+00,1.248800,1.252280,1.240740,1.250160,45690.0000
2020-04-19 00:00:00+00,1.250100,1.250460,1.248540,1.248540,589.0000
2020-04-20 00:00:00+00,1.248560,1.249220,1.241660,1.244030,39275.0000
2020-04-21 00:00:00+00,1.244060,1.244190,1.224760,1.230140,52222.0000
2020-04-22 00:00:00+00,1.230120,1.238580,1.227500,1.232240,40391.0000
2020-04-23 00:00:00+00,1.232220,1.241500,1.230840,1.235200,50623.0000
2020-04-24 00:00:00+00,1.235220,1.237740,1.229840,1.236520,38863.0000
2020-04-26 00:00:00+00,1.236480,1.236920,1.236370,1.236720,542.0000
2020-04-27 00:00:00+00,1.236740,1.245500,1.235980,1.242160,36551.0000
2020-04-28 00:00:00+00,1.242140,1.251850,1.240400,1.243440,36368.0000
2020-04-29 00:00:00+00,1.243470,1.248560,1.238920,1.247020,36610.0000
2020-04-30 00:00:00+00,1.246990,1.264380,1.242920,1.258120,56686.0000
2020-05-01 00:00:00+00,1.258100,1.258190,1.248320,1.249460,36844.0000
2020-05-03 00:00:00+00,1.249030,1.249030,1.244960,1.245560,1664.0000
2020-05-04 00:00:00+00,1.245590,1.247610,1.240560,1.244460,36472.0000
2020-05-05 00:00:00+00,1.244480,1.248380,1.242040,1.244400,41250.0000
2020-05-06 00:00:00+00,1.244430,1.245040,1.232220,1.232420,38028.0000
2020-05-07 00:00:00+00,1.232460,1.241820,1.226620,1.237360,45915.0000
2020-05-08 00:00:00+00,1.237400,1.246700,1.235630,1.240490,28623.0000
2020-05-10 00:00:00+00,1.241300,1.241770,1.239780,1.241660,1057.0000
2020-05-11 00:00:00+00,1.241690,1.243770,1.228300,1.233160,41466.0000
2020-05-12 00:00:00+00,1.233140,1.237760,1.225120,1.225180,45220.0000
2020-05-13 00:00:00+00,1.225200,1.233980,1.221000,1.223880,51681.0000
2020-05-14 00:00:00+00,1.223860,1.224120,1.216600,1.223340,45675.0000
2020-05-15 00:00:00+00,1.223370,1.223900,1.210150,1.210450,46112.0000
2020-05-17 00:00:00+00,1.208740,1.209860,1.207560,1.208510,2011.0000
2020-05-18 00:00:00+00,1.208540,1.222750,1.208440,1.220000,42915.0000
2020-05-19 00:00:00+00,1.219980,1.229660,1.218410,1.225590,43355.0000
2020-05-20 00:00:00+00,1.225620,1.228760,1.222160,1.223640,38329.0000
2020-05-21 00:00:00+00,1.223660,1.224980,1.218600,1.222240,38262.0000
2020-05-22 00:00:00+00,1.222260,1.223380,1.216150,1.216480,32854.0000
2020-05-24 00:00:00+00,1.217900,1.218840,1.216680,1.218620,1087.0000
2020-05-25 00:00:00+00,1.218600,1.220380,1.216410,1.220200,20495.0000
2020-05-26 00:00:00+00,1.220180,1.236300,1.219740,1.233180,39488.0000
2020-05-27 00:00:00+00,1.233200,1.235400,1.220420,1.226350,57690.0000
2020-05-28 00:00:00+00,1.226330,1.234460,1.223390,1.231870,47461.0000
2020-05-29 00:00:00+00,1.231900,1.239430,1.229060,1.235040,69567.0000
2020-05-31 00:00:00+00,1.234160,1.235430,1.232800,1.234540,1858.0000
2020-06-01 00:00:00+00,1.234560,1.250660,1.234370,1.248660,48504.0000
2020-06-02 00:00:00+00,1.248620,1.258360,1.247860,1.258100,56127.0000
2020-06-03 00:00:00+00,1.258080,1.261530,1.255390,1.257400,57057.0000
2020-06-04 00:00:00+00,1.257420,1.263340,1.250070,1.260600,62419.0000
2020-06-05 00:00:00+00,1.260560,1.273140,1.258320,1.266860,63941.0000
2020-06-07 00:00:00+00,1.268440,1.272960,1.267470,1.271920,1836.0000
2020-06-08 00:00:00+00,1.271900,1.274060,1.262810,1.273470,43420.0000
2020-06-09 00:00:00+00,1.273450,1.275600,1.261840,1.270940,52672.0000
2020-06-10 00:00:00+00,1.270960,1.281320,1.270660,1.271190,74903.0000
2020-06-11 00:00:00+00,1.271220,1.275070,1.257060,1.257330,85787.0000
2020-06-12 00:00:00+00,1.257360,1.265330,1.247400,1.254020,80156.0000
2020-06-14 00:00:00+00,1.251880,1.252210,1.248620,1.250850,2972.0000
2020-06-15 00:00:00+00,1.250880,1.263850,1.245430,1.263800,76185.0000
2020-06-16 00:00:00+00,1.263820,1.268770,1.255270,1.258240,75522.0000
2020-06-17 00:00:00+00,1.258260,1.258860,1.251140,1.255010,59032.0000
2020-06-18 00:00:00+00,1.255030,1.256310,1.240200,1.242480,61852.0000
2020-06-19 00:00:00+00,1.242500,1.245590,1.234420,1.234840,49075.0000
2020-06-21 00:00:00+00,1.234190,1.236040,1.233820,1.234560,1832.0000
2020-06-22 00:00:00+00,1.234590,1.250720,1.233560,1.250050,43548.0000
2020-06-23 00:00:00+00,1.250070,1.253200,1.243220,1.252450,57697.0000
2020-06-24 00:00:00+00,1.252480,1.254280,1.241100,1.241230,58910.0000
2020-06-25 00:00:00+00,1.241260,1.246460,1.238920,1.242460,47801.0000
2020-06-26 00:00:00+00,1.242480,1.243700,1.231470,1.233600,35538.0000
2020-06-28 00:00:00+00,1.234060,1.234640,1.232540,1.234080,913.0000
2020-06-29 00:00:00+00,1.234100,1.238980,1.225190,1.231110,35869.0000
2020-06-30 00:00:00+00,1.231140,1.240200,1.225780,1.238800,41223.0000
2020-07-01 00:00:00+00,1.238780,1.249050,1.235950,1.246460,37918.0000
2020-07-02 00:00:00+00,1.246430,1.252990,1.245640,1.246590,37138.0000
2020-07-03 00:00:00+00,1.246620,1.249210,1.243830,1.248130,26581.0000
2020-07-05 00:00:00+00,1.247510,1.247890,1.246500,1.247460,644.0000
2020-07-06 00:00:00+00,1.247440,1.252020,1.247380,1.249500,32721.0000
2020-07-07 00:00:00+00,1.249480,1.259220,1.246280,1.254160,38642.0000
2020-07-08 00:00:00+00,1.254140,1.262340,1.250860,1.261280,41940.0000
2020-07-09 00:00:00+00,1.261300,1.266960,1.259830,1.260580,46328.0000
2020-07-10 00:00:00+00,1.260600,1.266410,1.256680,1.262220,36014.0000
2020-07-12 00:00:00+00,1.261780,1.264270,1.261780,1.262640,1194.0000
2020-07-13 00:00:00+00,1.262620,1.266640,1.255050,1.255180,36733.0000
2020-07-14 00:00:00+00,1.255160,1.257480,1.248020,1.256910,46354.0000
2020-07-15 00:00:00+00,1.256930,1.264960,1.256380,1.259060,40627.0000
2020-07-16 00:00:00+00,1.259040,1.262480,1.252000,1.255870,39663.0000
2020-07-17 00:00:00+00,1.255900,1.257440,1.251210,1.256740,27373.0000
2020-07-19 00:00:00+00,1.255780,1.257250,1.255250,1.257060,1131.0000
2020-07-20 00:00:00+00,1.257040,1.266560,1.251850,1.266100,34684.0000
2020-07-21 00:00:00+00,1.266130,1.276800,1.265010,1.273220,41567.0000
2020-07-22 00:00:00+00,1.273250,1.274380,1.264440,1.272720,63605.0000
2020-07-23 00:00:00+00,1.272740,1.276000,1.267320,1.272990,51349.0000
2020-07-24 00:00:00+00,1.272970,1.280380,1.271740,1.279390,45229.0000
2020-07-26 00:00:00+00,1.279510,1.280160,1.277950,1.279460,1803.0000
2020-07-27 00:00:00+00,1.279440,1.290260,1.279410,1.288820,45442.0000
2020-07-28 00:00:00+00,1.288840,1.295290,1.283860,1.292430,47819.0000
2020-07-29 00:00:00+00,1.292400,1.301340,1.291200,1.297900,51573.0000
2020-07-30 00:00:00+00,1.297880,1.312060,1.294450,1.311570,52872.0000
2020-07-31 00:00:00+00,1.311550,1.317020,1.307020,1.308550,65506.0000
2020-08-02 00:00:00+00,1.308550,1.310500,1.307280,1.309990,1790.0000
2020-08-03 00:00:00+00,1.309960,1.311290,1.300490,1.307820,48674.0000
2020-08-04 00:00:00+00,1.307800,1.310800,1.298150,1.308500,42541.0000
2020-08-05 00:00:00+00,1.308520,1.316160,1.305780,1.312500,42610.0000
2020-08-06 00:00:00+00,1.312520,1.318590,1.311880,1.313780,63678.0000
2020-08-07 00:00:00+00,1.313750,1.314780,1.300980,1.305220,49495.0000
2020-08-09 00:00:00+00,1.305910,1.306600,1.304150,1.305060,1524.0000
2020-08-10 00:00:00+00,1.305080,1.310360,1.301920,1.307660,33579.0000
2020-08-11 00:00:00+00,1.307630,1.313220,1.304180,1.305140,44728.0000
2020-08-12 00:00:00+00,1.305160,1.306760,1.300550,1.304600,47308.0000
2020-08-13 00:00:00+00,1.304630,1.312500,1.304360,1.307000,38931.0000
2020-08-14 00:00:00+00,1.307020,1.314280,1.304860,1.308580,32951.0000
2020-08-16 00:00:00+00,1.309690,1.310660,1.308960,1.310500,1051.0000
2020-08-17 00:00:00+00,1.310480,1.312160,1.307400,1.310660,30644.0000
2020-08-18 00:00:00+00,1.310630,1.325480,1.310540,1.325280,39222.0000
2020-08-19 00:00:00+00,1.325260,1.326720,1.309420,1.310980,50252.0000
2020-08-20 00:00:00+00,1.311000,1.322460,1.306460,1.321850,54094.0000
2020-08-21 00:00:00+00,1.321880,1.325520,1.305860,1.308980,52040.0000
2020-08-23 00:00:00+00,1.308830,1.310140,1.308380,1.309260,1022.0000
2020-08-24 00:00:00+00,1.309240,1.314900,1.305370,1.307080,36214.0000
2020-08-25 00:00:00+00,1.307060,1.317060,1.305880,1.315000,39233.0000
2020-08-26 00:00:00+00,1.314980,1.321990,1.311720,1.321920,36794.0000
2020-08-27 00:00:00+00,1.321940,1.328480,1.316160,1.320020,70991.0000
2020-08-28 00:00:00+00,1.320000,1.335680,1.318640,1.335120,55143.0000
2020-08-30 00:00:00+00,1.334680,1.335840,1.333740,1.335490,2052.0000
2020-08-31 00:00:00+00,1.335470,1.339570,1.330140,1.336360,42007.0000
2020-09-01 00:00:00+00,1.336380,1.348250,1.335660,1.340000,60786.0000
2020-09-02 00:00:00+00,1.339980,1.340100,1.328340,1.334820,50763.0000
2020-09-03 00:00:00+00,1.334800,1.334820,1.324270,1.326380,56871.0000
2020-09-04 00:00:00+00,1.326360,1.331910,1.317600,1.328020,60298.0000
2020-09-06 00:00:00+00,1.324730,1.327660,1.323940,1.324660,2050.0000
2020-09-07 00:00:00+00,1.324680,1.325790,1.314040,1.316100,30681.0000
2020-09-08 00:00:00+00,1.316120,1.316580,1.294980,1.296460,57835.0000
2020-09-09 00:00:00+00,1.296500,1.302340,1.288500,1.299850,55668.0000
2020-09-10 00:00:00+00,1.299830,1.303530,1.277320,1.280700,73342.0000
2020-09-11 00:00:00+00,1.280720,1.286600,1.276260,1.279560,53876.0000
2020-09-13 00:00:00+00,1.278110,1.281220,1.277520,1.280700,1185.0000
2020-09-14 00:00:00+00,1.280680,1.291940,1.279130,1.284880,43263.0000
2020-09-15 00:00:00+00,1.284860,1.292620,1.281480,1.288320,44108.0000
2020-09-16 00:00:00+00,1.288290,1.300730,1.287530,1.296070,65795.0000
2020-09-17 00:00:00+00,1.296090,1.299980,1.286480,1.297500,72843.0000
2020-09-18 00:00:00+00,1.297530,1.300000,1.291480,1.291720,50648.0000
2020-09-20 00:00:00+00,1.293150,1.293840,1.290630,1.293300,1638.0000
2020-09-21 00:00:00+00,1.293270,1.296660,1.277540,1.281780,59719.0000
2020-09-22 00:00:00+00,1.281760,1.286760,1.271070,1.274240,69018.0000
2020-09-23 00:00:00+00,1.274220,1.277720,1.267520,1.271400,62621.0000
2020-09-24 00:00:00+00,1.271420,1.278170,1.269080,1.275600,69248.0000
2020-09-25 00:00:00+00,1.275580,1.280540,1.268760,1.274540,50030.0000
2020-09-27 00:00:00+00,1.276820,1.277240,1.275340,1.276440,1035.0000
2020-09-28 00:00:00+00,1.276420,1.293000,1.275170,1.287360,50248.0000
2020-09-29 00:00:00+00,1.287340,1.290300,1.282280,1.286490,51281.0000
2020-09-30 00:00:00+00,1.286460,1.294290,1.280540,1.291600,62761.0000
2020-10-01 00:00:00+00,1.291620,1.297880,1.281960,1.288590,73855.0000
2020-10-02 00:00:00+00,1.288560,1.295400,1.283720,1.293550,74754.0000
2020-10-04 00:00:00+00,1.292840,1.293840,1.291350,1.292930,1223.0000
2020-10-05 00:00:00+00,1.292960,1.299400,1.289980,1.299320,37027.0000
2020-10-06 00:00:00+00,1.299340,1.300720,1.286560,1.288370,60201.0000
2020-10-07 00:00:00+00,1.288390,1.292960,1.284500,1.291630,48281.0000
2020-10-08 00:00:00+00,1.291660,1.297050,1.289160,1.293960,41165.0000
2020-10-09 00:00:00+00,1.293930,1.304970,1.292230,1.304640,39129.0000
2020-10-11 00:00:00+00,1.302670,1.303790,1.302670,1.303050,1091.0000
2020-10-12 00:00:00+00,1.303020,1.308280,1.300560,1.306440,34867.0000
2020-10-13 00:00:00+00,1.306460,1.306800,1.292180,1.293500,50622.0000
2020-10-14 00:00:00+00,1.293480,1.306460,1.286290,1.301190,54822.0000
2020-10-15 00:00:00+00,1.301220,1.303020,1.289050,1.290360,57565.0000
2020-10-16 00:00:00+00,1.290330,1.296260,1.286290,1.291660,58358.0000
2020-10-18 00:00:00+00,1.289800,1.292900,1.289800,1.292600,1907.0000
2020-10-19 00:00:00+00,1.292620,1.302460,1.292260,1.294780,46863.0000
2020-10-20 00:00:00+00,1.294760,1.297940,1.291130,1.295610,40888.0000
2020-10-21 00:00:00+00,1.295640,1.317700,1.295420,1.312940,51852.0000
2020-10-22 00:00:00+00,1.312910,1.314980,1.307070,1.307800,43752.0000
2020-10-23 00:00:00+00,1.307780,1.312260,1.301930,1.304100,41840.0000
2020-10-25 00:00:00+00,1.305940,1.305940,1.304040,1.305340,2495.0000
2020-10-26 00:00:00+00,1.305310,1.307500,1.299300,1.301560,42576.0000
2020-10-27 00:00:00+00,1.301540,1.307960,1.300100,1.303060,35242.0000
2020-10-28 00:00:00+00,1.303080,1.306390,1.291660,1.298920,55411.0000
2020-10-29 00:00:00+00,1.298940,1.302600,1.288110,1.293120,56489.0000
2020-10-30 00:00:00+00,1.293090,1.298820,1.289910,1.295170,54376.0000
2020-11-01 00:00:00+00,1.292670,1.293980,1.292060,1.292580,1152.0000
2020-11-02 00:00:00+00,1.292610,1.294280,1.285420,1.292200,42671.0000
2020-11-03 00:00:00+00,1.292220,1.313160,1.291520,1.311960,41185.0000
2020-11-04 00:00:00+00,1.311990,1.314040,1.291480,1.296600,120414.0000
2020-11-05 00:00:00+00,1.296580,1.315790,1.294040,1.313860,79162.0000
2020-11-06 00:00:00+00,1.313880,1.317720,1.309260,1.315580,68874.0000
2020-11-08 00:00:00+00,1.316240,1.318220,1.315160,1.317980,4716.0000
2020-11-09 00:00:00+00,1.318020,1.320810,1.311850,1.316900,83189.0000
2020-11-10 00:00:00+00,1.316870,1.327840,1.315720,1.326080,74287.0000
2020-11-11 00:00:00+00,1.326110,1.331360,1.319160,1.322360,53893.0000
2020-11-12 00:00:00+00,1.322330,1.322840,1.310640,1.312160,47954.0000
2020-11-13 00:00:00+00,1.312180,1.320060,1.310920,1.319580,34092.0000
2020-11-15 00:00:00+00,1.317680,1.322400,1.317640,1.321980,1094.0000
2020-11-16 00:00:00+00,1.321960,1.324250,1.316560,1.322140,42879.0000
2020-11-17 00:00:00+00,1.322120,1.327240,1.319320,1.325680,36355.0000
2020-11-18 00:00:00+00,1.325660,1.331240,1.324380,1.325160,31242.0000
2020-11-19 00:00:00+00,1.325120,1.327940,1.319620,1.324740,40756.0000
2020-11-20 00:00:00+00,1.324760,1.329740,1.324760,1.328440,32710.0000
2020-11-22 00:00:00+00,1.329680,1.330490,1.328510,1.330380,660.0000
2020-11-23 00:00:00+00,1.330360,1.339760,1.326400,1.332660,41795.0000
2020-11-24 00:00:00+00,1.332680,1.338050,1.329300,1.336160,40516.0000
2020-11-25 00:00:00+00,1.336180,1.339360,1.330400,1.338400,41720.0000
2020-11-26 00:00:00+00,1.338420,1.339780,1.332180,1.335350,20964.0000
2020-11-27 00:00:00+00,1.335380,1.338180,1.328690,1.331500,32761.0000
2020-11-29 00:00:00+00,1.333380,1.333530,1.330640,1.333220,1000.0000
2020-11-30 00:00:00+00,1.333240,1.338530,1.330520,1.333540,48215.0000
2020-12-01 00:00:00+00,1.333570,1.344220,1.331580,1.342170,52062.0000
2020-12-02 00:00:00+00,1.342200,1.344110,1.328780,1.336830,54616.0000
2020-12-03 00:00:00+00,1.336850,1.350000,1.335360,1.345190,47009.0000
2020-12-04 00:00:00+00,1.345220,1.353970,1.341060,1.343990,60360.0000
2020-12-06 00:00:00+00,1.341020,1.342250,1.340980,1.341520,828.0000
2020-12-07 00:00:00+00,1.341500,1.343800,1.322420,1.335530,68728.0000
2020-12-08 00:00:00+00,1.335500,1.339320,1.328960,1.336460,63427.0000
2020-12-09 00:00:00+00,1.336440,1.347830,1.332250,1.336590,49695.0000
2020-12-10 00:00:00+00,1.336570,1.338980,1.324540,1.330200,60180.0000
2020-12-11 00:00:00+00,1.330220,1.332480,1.313420,1.322340,56663.0000
2020-12-13 00:00:00+00,1.322340,1.336390,1.322340,1.331610,2010.0000
2020-12-14 00:00:00+00,1.331630,1.344580,1.329020,1.332590,47380.0000
2020-12-15 00:00:00+00,1.332560,1.346970,1.328030,1.344730,51824.0000
2020-12-16 00:00:00+00,1.344700,1.355420,1.343470,1.350220,50532.0000
2020-12-17 00:00:00+00,1.350190,1.362460,1.349580,1.356920,44352.0000
2020-12-18 00:00:00+00,1.356900,1.357320,1.347160,1.352260,41469.0000
2020-12-20 00:00:00+00,1.340450,1.344360,1.339460,1.340150,1877.0000
2020-12-21 00:00:00+00,1.340180,1.349920,1.318790,1.344740,77595.0000
2020-12-22 00:00:00+00,1.344760,1.345740,1.330420,1.340200,63382.0000
2020-12-23 00:00:00+00,1.340180,1.357100,1.337130,1.351260,68955.0000
2020-12-24 00:00:00+00,1.351280,1.361960,1.350280,1.356230,39179.0000
2020-12-27 00:00:00+00,1.354920,1.357280,1.354580,1.357000,1041.0000
2020-12-28 00:00:00+00,1.357020,1.357590,1.342940,1.346460,40887.0000
2020-12-29 00:00:00+00,1.346480,1.352300,1.345940,1.349760,42178.0000
2020-12-30 00:00:00+00,1.349740,1.363060,1.349360,1.362940,43136.0000
2020-12-31 00:00:00+00,1.362920,1.368630,1.360440,1.366560,45438.0000
2021-01-03 00:00:00+00,1.365270,1.368400,1.365000,1.368080,986.0000
2021-01-04 00:00:00+00,1.368100,1.370390,1.354190,1.357120,59842.0000
2021-01-05 00:00:00+00,1.357100,1.364210,1.355440,1.362700,52022.0000
2021-01-06 00:00:00+00,1.362680,1.367120,1.353870,1.362380,72422.0000
2021-01-07 00:00:00+00,1.362410,1.363340,1.353250,1.356880,57050.0000
2021-01-08 00:00:00+00,1.356900,1.363580,1.353850,1.356880,64558.0000
2021-01-10 00:00:00+00,1.356810,1.357250,1.351000,1.351870,1937.0000
2021-01-11 00:00:00+00,1.351840,1.353510,1.345100,1.352330,49159.0000
2021-01-12 00:00:00+00,1.352300,1.367040,1.350440,1.366710,44545.0000
2021-01-13 00:00:00+00,1.366740,1.370120,1.361180,1.364750,40974.0000
2021-01-14 00:00:00+00,1.364720,1.371060,1.361660,1.368280,45044.0000
2021-01-15 00:00:00+00,1.368260,1.369800,1.357220,1.358880,41159.0000
2021-01-17 00:00:00+00,1.360410,1.360420,1.356980,1.357100,1534.0000
2021-01-18 00:00:00+00,1.357120,1.358980,1.351980,1.358270,26485.0000
2021-01-19 00:00:00+00,1.358300,1.364760,1.358160,1.364420,28734.0000
2021-01-20 00:00:00+00,1.364440,1.371880,1.362340,1.366680,35702.0000
2021-01-21 00:00:00+00,1.366660,1.374600,1.365890,1.372850,35555.0000
2021-01-22 00:00:00+00,1.372880,1.373600,1.363600,1.368420,31920.0000
2021-01-24 00:00:00+00,1.368300,1.369150,1.367500,1.368570,1070.0000
2021-01-25 00:00:00+00,1.368600,1.372380,1.364880,1.367680,35384.0000
2021-01-26 00:00:00+00,1.367660,1.374440,1.360980,1.374120,30420.0000
2021-01-27 00:00:00+00,1.374100,1.375880,1.365940,1.367080,47103.0000
2021-01-28 00:00:00+00,1.367110,1.374590,1.363020,1.372480,45032.0000
2021-01-29 00:00:00+00,1.372500,1.375160,1.365740,1.370500,52498.0000
2021-01-31 00:00:00+00,1.370710,1.370910,1.369440,1.369780,1927.0000
2021-02-01 00:00:00+00,1.369750,1.375790,1.365650,1.367570,44014.0000
2021-02-02 00:00:00+00,1.367600,1.371050,1.361130,1.365900,39787.0000
2021-02-03 00:00:00+00,1.365880,1.368320,1.361930,1.364950,34921.0000
2021-02-04 00:00:00+00,1.364980,1.369800,1.356620,1.367260,42425.0000
2021-02-05 00:00:00+00,1.367240,1.374000,1.366600,1.373800,32775.0000
2021-02-07 00:00:00+00,1.371750,1.374020,1.371260,1.373820,1619.0000
2021-02-08 00:00:00+00,1.373860,1.374940,1.368040,1.374530,27714.0000
2021-02-09 00:00:00+00,1.374550,1.382040,1.374220,1.381560,31283.0000
2021-02-10 00:00:00+00,1.381590,1.386610,1.380260,1.383060,33669.0000
2021-02-11 00:00:00+00,1.383030,1.385940,1.380060,1.381120,24125.0000
2021-02-12 00:00:00+00,1.381100,1.386260,1.377590,1.385060,25063.0000
2021-02-14 00:00:00+00,1.385350,1.387120,1.384910,1.386920,2397.0000
2021-02-15 00:00:00+00,1.386940,1.391910,1.386580,1.391420,20727.0000
2021-02-16 00:00:00+00,1.391400,1.395160,1.386940,1.388570,33464.0000
2021-02-17 00:00:00+00,1.388540,1.390400,1.382960,1.386640,33444.0000
