timestamp,open,high,low,close,volume
2020-02-27 00:00:00+00,1.088660,1.100650,1.088490,1.099650,123358.0000
2020-02-28 00:00:00+00,1.099660,1.105310,1.095100,1.102770,156637.0000
2020-03-01 00:00:00+00,1.104460,1.107410,1.103960,1.105180,4186.0000
2020-03-02 00:00:00+00,1.105200,1.118480,1.103640,1.114440,176148.0000
2020-03-03 00:00:00+00,1.114430,1.121390,1.109540,1.117660,170044.0000
2020-03-04 00:00:00+00,1.117680,1.118760,1.109550,1.113840,111107.0000
2020-03-05 00:00:00+00,1.113850,1.124500,1.111960,1.122280,111298.0000
2020-03-06 00:00:00+00,1.122260,1.135480,1.121150,1.128360,197939.0000
2020-03-08 00:00:00+00,1.135100,1.139640,1.133600,1.138780,11772.0000
2020-03-09 00:00:00+00,1.138780,1.149630,1.135600,1.139940,235020.0000
2020-03-10 00:00:00+00,1.139920,1.142520,1.127500,1.131400,264629.0000
2020-03-11 00:00:00+00,1.131420,1.136680,1.125130,1.126160,200183.0000
2020-03-12 00:00:00+00,1.126140,1.133380,1.105540,1.118270,254714.0000
2020-03-13 00:00:00+00,1.118280,1.122130,1.105500,1.110540,188920.0000
2020-03-15 00:00:00+00,1.106930,1.119960,1.106930,1.115760,16084.0000
2020-03-16 00:00:00+00,1.115700,1.123680,1.108540,1.116360,249969.0000
2020-03-17 00:00:00+00,1.116340,1.118940,1.095480,1.101640,223763.0000
2020-03-18 00:00:00+00,1.101660,1.104540,1.080180,1.094500,253175.0000
2020-03-19 00:00:00+00,1.094540,1.094980,1.065460,1.065480,300347.0000
2020-03-20 00:00:00+00,1.065500,1.083120,1.063770,1.069640,258121.0000
2020-03-22 00:00:00+00,1.070770,1.071000,1.063610,1.068930,14900.0000
2020-03-23 00:00:00+00,1.068900,1.082840,1.065840,1.076370,233916.0000
2020-03-24 00:00:00+00,1.076390,1.088800,1.074600,1.079840,183301.0000
2020-03-25 00:00:00+00,1.079860,1.089420,1.076060,1.088840,171042.0000
2020-03-26 00:00:00+00,1.088860,1.105920,1.087480,1.104780,174708.0000
2020-03-27 00:00:00+00,1.104790,1.114770,1.095360,1.114150,166813.0000
2020-03-29 00:00:00+00,1.111940,1.114480,1.110560,1.113680,3656.0000
2020-03-30 00:00:00+00,1.113700,1.113880,1.101000,1.102920,135445.0000
2020-03-31 00:00:00+00,1.102940,1.104300,1.092670,1.102620,173491.0000
2020-04-01 00:00:00+00,1.102640,1.103640,1.090280,1.095160,130541.0000
2020-04-02 00:00:00+00,1.095170,1.096480,1.082080,1.084600,133335.0000
2020-04-03 00:00:00+00,1.084620,1.085550,1.077280,1.080560,108899.0000
2020-04-05 00:00:00+00,1.080900,1.082220,1.080300,1.080550,4302.0000
2020-04-06 00:00:00+00,1.080580,1.083560,1.076840,1.079890,98389.0000
2020-04-07 00:00:00+00,1.079900,1.092650,1.079060,1.089360,110865.0000
2020-04-08 00:00:00+00,1.089340,1.089700,1.083010,1.086010,97472.0000
2020-04-09 00:00:00+00,1.086000,1.095180,1.084100,1.092300,112846.0000
2020-04-10 00:00:00+00,1.092260,1.095300,1.091980,1.093570,14437.0000
2020-04-12 00:00:00+00,1.094900,1.094920,1.093040,1.093160,2612.0000
2020-04-13 00:00:00+00,1.093140,1.096790,1.089260,1.091990,58499.0000
2020-04-14 00:00:00+00,1.091980,1.099110,1.091500,1.098330,90180.0000
2020-04-15 00:00:00+00,1.098320,1.098740,1.085650,1.090380,92393.0000
2020-04-16 00:00:00+00,1.090390,1.090750,1.081680,1.085880,101548.0000
2020-04-17 00:00:00+00,1.085890,1.089250,1.081200,1.087390,95079.0000
2020-04-19 00:00:00+00,1.087100,1.087880,1.086360,1.086390,1484.0000
2020-04-20 00:00:00+00,1.086380,1.089680,1.084120,1.086390,76523.0000
2020-04-21 00:00:00+00,1.086380,1.088040,1.081650,1.085660,93919.0000
2020-04-22 00:00:00+00,1.085670,1.088540,1.080320,1.080630,66832.0000
2020-04-23 00:00:00+00,1.080640,1.084680,1.075620,1.077450,104891.0000
2020-04-24 00:00:00+00,1.077460,1.082980,1.072720,1.082320,84552.0000
2020-04-26 00:00:00+00,1.082280,1.082510,1.081460,1.082080,1210.0000
2020-04-27 00:00:00+00,1.082090,1.086040,1.081140,1.082460,73233.0000
2020-04-28 00:00:00+00,1.082440,1.088860,1.080960,1.083260,77450.0000
2020-04-29 00:00:00+00,1.083240,1.088580,1.083100,1.087740,82648.0000
2020-04-30 00:00:00+00,1.087720,1.097250,1.083300,1.094500,118939.0000
2020-05-01 00:00:00+00,1.094480,1.101920,1.093460,1.097940,69233.0000
2020-05-03 00:00:00+00,1.097150,1.097490,1.095300,1.096090,2709.0000
2020-05-04 00:00:00+00,1.096080,1.096080,1.089570,1.090330,77408.0000
2020-05-05 00:00:00+00,1.090340,1.092580,1.082610,1.083880,75072.0000
2020-05-06 00:00:00+00,1.083900,1.084400,1.078200,1.079820,78896.0000
2020-05-07 00:00:00+00,1.079840,1.084100,1.076660,1.083620,89712.0000
2020-05-08 00:00:00+00,1.083610,1.087550,1.081500,1.083840,61686.0000
2020-05-10 00:00:00+00,1.082980,1.083980,1.082180,1.083780,1924.0000
2020-05-11 00:00:00+00,1.083800,1.085060,1.080060,1.080940,76250.0000
2020-05-12 00:00:00+00,1.080920,1.088520,1.078450,1.084540,80592.0000
2020-05-13 00:00:00+00,1.084520,1.089650,1.081170,1.082120,90803.0000
2020-05-14 00:00:00+00,1.082120,1.082400,1.077500,1.080620,82653.0000
2020-05-15 00:00:00+00,1.080640,1.085100,1.078900,1.081970,78921.0000
2020-05-17 00:00:00+00,1.081310,1.082350,1.080790,1.081860,1785.0000
2020-05-18 00:00:00+00,1.081840,1.092710,1.079980,1.091400,77702.0000
2020-05-19 00:00:00+00,1.091380,1.097610,1.090220,1.092620,81731.0000
2020-05-20 00:00:00+00,1.092640,1.099910,1.092640,1.097960,72953.0000
2020-05-21 00:00:00+00,1.097940,1.100840,1.093720,1.094940,74433.0000
2020-05-22 00:00:00+00,1.094950,1.095380,1.088540,1.090240,65019.0000
2020-05-24 00:00:00+00,1.090120,1.090860,1.089600,1.090800,1149.0000
2020-05-25 00:00:00+00,1.090820,1.091460,1.087060,1.090160,34037.0000
2020-05-26 00:00:00+00,1.090180,1.099600,1.089670,1.097910,76946.0000
2020-05-27 00:00:00+00,1.097890,1.103100,1.093380,1.101680,118362.0000
2020-05-28 00:00:00+00,1.101670,1.109380,1.099170,1.107820,106960.0000
2020-05-29 00:00:00+00,1.107800,1.114540,1.106980,1.110530,119790.0000
2020-05-31 00:00:00+00,1.110430,1.111980,1.110250,1.111580,2123.0000
2020-06-01 00:00:00+00,1.111600,1.115410,1.110040,1.112540,97061.0000
2020-06-02 00:00:00+00,1.112560,1.119610,1.111540,1.118560,118248.0000
2020-06-03 00:00:00+00,1.118540,1.125790,1.117980,1.123520,125933.0000
2020-06-04 00:00:00+00,1.123530,1.136240,1.119460,1.133580,138819.0000
2020-06-05 00:00:00+00,1.133590,1.138390,1.127840,1.129150,124827.0000
2020-06-07 00:00:00+00,1.129820,1.132000,1.129340,1.131600,2476.0000
2020-06-08 00:00:00+00,1.131580,1.131870,1.126820,1.130430,101138.0000
2020-06-09 00:00:00+00,1.130410,1.136380,1.124100,1.133210,117288.0000
2020-06-10 00:00:00+00,1.133220,1.142220,1.132170,1.136680,135252.0000
2020-06-11 00:00:00+00,1.136700,1.140360,1.128740,1.128800,155507.0000
2020-06-12 00:00:00+00,1.128810,1.134060,1.121260,1.125540,148930.0000
2020-06-14 00:00:00+00,1.123440,1.125850,1.122660,1.125180,4787.0000
2020-06-15 00:00:00+00,1.125190,1.133820,1.122680,1.133780,146127.0000
2020-06-16 00:00:00+00,1.133760,1.135340,1.122770,1.126500,133804.0000
2020-06-17 00:00:00+00,1.126520,1.129420,1.120700,1.124190,121466.0000
2020-06-18 00:00:00+00,1.124180,1.126150,1.118550,1.120810,113723.0000
2020-06-19 00:00:00+00,1.120800,1.125440,1.116840,1.117760,103521.0000
2020-06-21 00:00:00+00,1.118190,1.118690,1.116840,1.117670,2217.0000
2020-06-22 00:00:00+00,1.117680,1.128100,1.117400,1.127780,90807.0000
2020-06-23 00:00:00+00,1.127770,1.134870,1.123330,1.131260,117120.0000
2020-06-24 00:00:00+00,1.131270,1.132600,1.124820,1.125020,112064.0000
2020-06-25 00:00:00+00,1.125030,1.125980,1.119060,1.121800,118167.0000
2020-06-26 00:00:00+00,1.121790,1.123950,1.119530,1.121840,81045.0000
2020-06-28 00:00:00+00,1.121870,1.122910,1.121760,1.122200,1263.0000
2020-06-29 00:00:00+00,1.122220,1.128780,1.121940,1.124680,84356.0000
2020-06-30 00:00:00+00,1.124690,1.126200,1.119100,1.123380,99552.0000
2020-07-01 00:00:00+00,1.123370,1.127510,1.118480,1.125160,89770.0000
2020-07-02 00:00:00+00,1.125140,1.130260,1.122340,1.123740,90814.0000
2020-07-03 00:00:00+00,1.123730,1.125180,1.121940,1.124790,58843.0000
2020-07-05 00:00:00+00,1.124730,1.124960,1.124300,1.124680,693.0000
2020-07-06 00:00:00+00,1.124700,1.134550,1.124680,1.131260,81958.0000
2020-07-07 00:00:00+00,1.131250,1.133250,1.125900,1.127470,92675.0000
2020-07-08 00:00:00+00,1.127480,1.135160,1.126240,1.133740,89869.0000
2020-07-09 00:00:00+00,1.133760,1.137080,1.128030,1.128840,104509.0000
2020-07-10 00:00:00+00,1.128850,1.132480,1.125480,1.130020,81040.0000
2020-07-12 00:00:00+00,1.130920,1.131740,1.130460,1.130860,1599.0000
2020-07-13 00:00:00+00,1.130880,1.137500,1.130090,1.134490,85897.0000
2020-07-14 00:00:00+00,1.134480,1.141240,1.132540,1.141040,106761.0000
2020-07-15 00:00:00+00,1.141060,1.145200,1.139100,1.141740,99741.0000
2020-07-16 00:00:00+00,1.141710,1.144180,1.137050,1.138800,102432.0000
2020-07-17 00:00:00+00,1.138780,1.144380,1.137780,1.142820,72308.0000
2020-07-19 00:00:00+00,1.141380,1.144570,1.141030,1.144220,2994.0000
2020-07-20 00:00:00+00,1.144230,1.146790,1.140240,1.145600,102354.0000
2020-07-21 00:00:00+00,1.145610,1.154220,1.142300,1.153500,112531.0000
2020-07-22 00:00:00+00,1.153520,1.160160,1.150690,1.156480,129486.0000
2020-07-23 00:00:00+00,1.156460,1.162690,1.154040,1.159520,116075.0000
2020-07-24 00:00:00+00,1.159540,1.165810,1.158120,1.165580,114224.0000
2020-07-26 00:00:00+00,1.164700,1.165560,1.164210,1.164980,3584.0000
2020-07-27 00:00:00+00,1.165000,1.178140,1.164980,1.176850,122684.0000
2020-07-28 00:00:00+00,1.176830,1.177360,1.169860,1.171880,124943.0000
2020-07-29 00:00:00+00,1.171860,1.180660,1.171400,1.178080,121394.0000
2020-07-30 00:00:00+00,1.178100,1.187680,1.173090,1.187220,131842.0000
2020-07-31 00:00:00+00,1.187210,1.190880,1.176120,1.177900,150785.0000
2020-08-02 00:00:00+00,1.177900,1.179680,1.177100,1.178140,2653.0000
2020-08-03 00:00:00+00,1.178120,1.178910,1.169590,1.176020,111831.0000
2020-08-04 00:00:00+00,1.176010,1.181520,1.172140,1.181390,114276.0000
2020-08-05 00:00:00+00,1.181410,1.190500,1.179940,1.187210,110143.0000
2020-08-06 00:00:00+00,1.187200,1.191680,1.181800,1.187560,128997.0000
2020-08-07 00:00:00+00,1.187540,1.188190,1.175520,1.178600,125633.0000
2020-08-09 00:00:00+00,1.179340,1.179340,1.177370,1.178120,1956.0000
2020-08-10 00:00:00+00,1.178140,1.180080,1.173600,1.173620,85699.0000
2020-08-11 00:00:00+00,1.173640,1.180810,1.172210,1.173500,121876.0000
2020-08-12 00:00:00+00,1.173520,1.181720,1.171120,1.179420,121105.0000
2020-08-13 00:00:00+00,1.179400,1.186420,1.179360,1.181580,110690.0000
2020-08-14 00:00:00+00,1.181560,1.185050,1.178170,1.184260,96996.0000
2020-08-16 00:00:00+00,1.184250,1.185300,1.183060,1.185200,1361.0000
2020-08-17 00:00:00+00,1.185180,1.188110,1.182880,1.187470,85135.0000
2020-08-18 00:00:00+00,1.187480,1.196570,1.187420,1.194660,114741.0000
2020-08-19 00:00:00+00,1.194640,1.195290,1.183050,1.184380,121536.0000
2020-08-20 00:00:00+00,1.184400,1.187120,1.180220,1.186960,131175.0000
2020-08-21 00:00:00+00,1.186970,1.188300,1.175410,1.179620,115812.0000
2020-08-23 00:00:00+00,1.179450,1.180680,1.179240,1.179840,1951.0000
2020-08-24 00:00:00+00,1.179850,1.184970,1.178420,1.179370,88977.0000
2020-08-25 00:00:00+00,1.179360,1.184370,1.178440,1.183430,102661.0000
2020-08-26 00:00:00+00,1.183410,1.184060,1.177230,1.184020,100364.0000
2020-08-27 00:00:00+00,1.184040,1.190210,1.176250,1.182060,164079.0000
2020-08-28 00:00:00+00,1.182080,1.191980,1.181100,1.190460,139428.0000
2020-08-30 00:00:00+00,1.190750,1.192030,1.190010,1.191720,3291.0000
2020-08-31 00:00:00+00,1.191700,1.196590,1.188410,1.193680,110856.0000
2020-09-01 00:00:00+00,1.193700,1.201140,1.190140,1.192280,143571.0000
2020-09-02 00:00:00+00,1.192260,1.192400,1.182220,1.184580,130105.0000
2020-09-03 00:00:00+00,1.184590,1.186460,1.178900,1.184150,133389.0000
2020-09-04 00:00:00+00,1.184160,1.186540,1.178100,1.183830,136824.0000
2020-09-06 00:00:00+00,1.184750,1.184930,1.183360,1.183440,1965.0000
2020-09-07 00:00:00+00,1.183460,1.184860,1.181190,1.181880,58480.0000
2020-09-08 00:00:00+00,1.181870,1.182740,1.175700,1.176680,137800.0000
2020-09-09 00:00:00+00,1.176700,1.183410,1.175260,1.180380,118088.0000
2020-09-10 00:00:00+00,1.180360,1.191740,1.180060,1.182340,143581.0000
2020-09-11 00:00:00+00,1.182360,1.187420,1.182360,1.184680,95465.0000
2020-09-13 00:00:00+00,1.183990,1.184780,1.183620,1.184060,1370.0000
2020-09-14 00:00:00+00,1.184050,1.188800,1.183200,1.186730,76545.0000
2020-09-15 00:00:00+00,1.186740,1.190060,1.183960,1.184210,87994.0000
2020-09-16 00:00:00+00,1.184220,1.188250,1.178790,1.180440,122363.0000
2020-09-17 00:00:00+00,1.180420,1.185620,1.173720,1.184700,128697.0000
2020-09-18 00:00:00+00,1.184720,1.187040,1.182620,1.184000,90759.0000
2020-09-20 00:00:00+00,1.184230,1.185020,1.184010,1.184560,1824.0000
2020-09-21 00:00:00+00,1.184550,1.187200,1.173160,1.176300,122936.0000
2020-09-22 00:00:00+00,1.176280,1.177170,1.169160,1.170610,127907.0000
2020-09-23 00:00:00+00,1.170630,1.171900,1.165140,1.165690,121431.0000
2020-09-24 00:00:00+00,1.165700,1.168690,1.162650,1.167380,117906.0000
2020-09-25 00:00:00+00,1.167360,1.168520,1.161240,1.163150,100959.0000
2020-09-27 00:00:00+00,1.162600,1.163810,1.162520,1.163430,1406.0000
2020-09-28 00:00:00+00,1.163440,1.168020,1.161540,1.167710,89007.0000
2020-09-29 00:00:00+00,1.167700,1.174560,1.166520,1.174200,92069.0000
2020-09-30 00:00:00+00,1.174180,1.175520,1.168450,1.172340,116671.0000
2020-10-01 00:00:00+00,1.172360,1.176980,1.171730,1.174410,124809.0000
2020-10-02 00:00:00+00,1.174400,1.174460,1.169590,1.171670,122771.0000
2020-10-04 00:00:00+00,1.171300,1.172020,1.170580,1.171960,2662.0000
2020-10-05 00:00:00+00,1.171980,1.179760,1.171780,1.178900,79583.0000
2020-10-06 00:00:00+00,1.178880,1.180780,1.173040,1.173720,105317.0000
2020-10-07 00:00:00+00,1.173740,1.178190,1.172510,1.176580,89891.0000
2020-10-08 00:00:00+00,1.176570,1.178180,1.173270,1.176700,75367.0000
2020-10-09 00:00:00+00,1.176720,1.183120,1.175770,1.182830,75487.0000
2020-10-11 00:00:00+00,1.181270,1.182290,1.181110,1.181580,2339.0000
2020-10-12 00:00:00+00,1.181560,1.182690,1.178680,1.181300,62184.0000
2020-10-13 00:00:00+00,1.181320,1.181410,1.173040,1.174240,81240.0000
2020-10-14 00:00:00+00,1.174220,1.177110,1.171980,1.174460,75807.0000
2020-10-15 00:00:00+00,1.174480,1.175800,1.168860,1.170660,88502.0000
2020-10-16 00:00:00+00,1.170660,1.174620,1.169400,1.171710,77088.0000
2020-10-18 00:00:00+00,1.172100,1.172200,1.171140,1.171560,1763.0000
2020-10-19 00:00:00+00,1.171540,1.179380,1.170330,1.176840,74037.0000
2020-10-20 00:00:00+00,1.176850,1.184080,1.175990,1.182920,76275.0000
2020-10-21 00:00:00+00,1.182900,1.188080,1.182810,1.185160,93295.0000
2020-10-22 00:00:00+00,1.185140,1.186700,1.181140,1.181480,80658.0000
2020-10-23 00:00:00+00,1.181460,1.186500,1.178680,1.186110,76977.0000
2020-10-25 00:00:00+00,1.185290,1.186050,1.183940,1.184820,3300.0000
2020-10-26 00:00:00+00,1.184800,1.185070,1.180330,1.180920,77152.0000
2020-10-27 00:00:00+00,1.180910,1.183880,1.176950,1.178170,71230.0000
2020-10-28 00:00:00+00,1.178190,1.178800,1.171780,1.174840,97853.0000
2020-10-29 00:00:00+00,1.174840,1.175890,1.165020,1.167840,106535.0000
2020-10-30 00:00:00+00,1.167830,1.170430,1.164000,1.164760,97068.0000
2020-11-01 00:00:00+00,1.165010,1.165060,1.163860,1.164160,1636.0000
2020-11-02 00:00:00+00,1.164140,1.165580,1.162220,1.164060,78437.0000
2020-11-03 00:00:00+00,1.164040,1.176420,1.163720,1.176200,77647.0000
2020-11-04 00:00:00+00,1.176220,1.177060,1.160270,1.173240,194231.0000
2020-11-05 00:00:00+00,1.173220,1.185980,1.171090,1.181700,142943.0000
2020-11-06 00:00:00+00,1.181720,1.189100,1.179540,1.187370,123862.0000
2020-11-08 00:00:00+00,1.189060,1.189520,1.188380,1.189260,2214.0000
2020-11-09 00:00:00+00,1.189260,1.192020,1.179550,1.182440,177969.0000
2020-11-10 00:00:00+00,1.182420,1.184340,1.177970,1.181850,137801.0000
2020-11-11 00:00:00+00,1.181840,1.183300,1.174560,1.177960,86046.0000
2020-11-12 00:00:00+00,1.177940,1.182320,1.175870,1.180410,91117.0000
2020-11-13 00:00:00+00,1.180420,1.183750,1.179900,1.183480,67099.0000
2020-11-15 00:00:00+00,1.184190,1.184900,1.182920,1.184480,1689.0000
2020-11-16 00:00:00+00,1.184470,1.186900,1.181420,1.185940,91384.0000
2020-11-17 00:00:00+00,1.185920,1.189380,1.184260,1.186370,75487.0000
2020-11-18 00:00:00+00,1.186360,1.189120,1.184490,1.184520,77706.0000
2020-11-19 00:00:00+00,1.184520,1.188260,1.181630,1.186550,81423.0000
2020-11-20 00:00:00+00,1.186560,1.189080,1.184980,1.185640,69068.0000
2020-11-22 00:00:00+00,1.185580,1.186600,1.185400,1.186560,1037.0000
2020-11-23 00:00:00+00,1.186580,1.190600,1.180010,1.184240,83314.0000
2020-11-24 00:00:00+00,1.184260,1.189780,1.183840,1.189760,81425.0000
2020-11-25 00:00:00+00,1.189780,1.192980,1.188190,1.191650,93640.0000
2020-11-26 00:00:00+00,1.191660,1.194100,1.188540,1.191100,49811.0000
2020-11-27 00:00:00+00,1.191120,1.196430,1.190940,1.196340,59032.0000
2020-11-29 00:00:00+00,1.196180,1.197400,1.196180,1.197200,1594.0000
2020-11-30 00:00:00+00,1.197220,1.200330,1.192320,1.193750,92304.0000
2020-12-01 00:00:00+00,1.193740,1.207660,1.193540,1.207070,96093.0000
2020-12-02 00:00:00+00,1.207080,1.211860,1.204000,1.211410,102492.0000
2020-12-03 00:00:00+00,1.211420,1.217460,1.210100,1.214520,96340.0000
2020-12-04 00:00:00+00,1.214510,1.217750,1.211040,1.212160,99778.0000
2020-12-06 00:00:00+00,1.213230,1.213300,1.211980,1.212020,1163.0000
2020-12-07 00:00:00+00,1.212000,1.216640,1.207860,1.210950,96121.0000
2020-12-08 00:00:00+00,1.210940,1.213410,1.209540,1.210960,92660.0000
2020-12-09 00:00:00+00,1.210940,1.214740,1.205880,1.207860,89648.0000
2020-12-10 00:00:00+00,1.207870,1.215910,1.207870,1.214360,115201.0000
2020-12-11 00:00:00+00,1.214340,1.216300,1.210540,1.211220,88901.0000
2020-12-13 00:00:00+00,1.213790,1.214400,1.213300,1.213320,1169.0000
2020-12-14 00:00:00+00,1.213330,1.217680,1.211570,1.214880,78019.0000
2020-12-15 00:00:00+00,1.214860,1.216900,1.212120,1.215440,79290.0000
2020-12-16 00:00:00+00,1.215420,1.221200,1.212520,1.219620,93119.0000
2020-12-17 00:00:00+00,1.219600,1.227280,1.219000,1.226160,83464.0000
2020-12-18 00:00:00+00,1.226170,1.226880,1.222560,1.225630,73883.0000
2020-12-20 00:00:00+00,1.222210,1.223510,1.221150,1.221190,1619.0000
2020-12-21 00:00:00+00,1.221180,1.225300,1.212940,1.223500,128186.0000
2020-12-22 00:00:00+00,1.223520,1.225710,1.215230,1.218720,92867.0000
2020-12-23 00:00:00+00,1.218700,1.222110,1.215420,1.219420,91001.0000
2020-12-24 00:00:00+00,1.219430,1.221580,1.217740,1.218490,45557.0000
2020-12-27 00:00:00+00,1.218920,1.220720,1.218740,1.220400,1188.0000
2020-12-28 00:00:00+00,1.220420,1.225050,1.218120,1.221970,72979.0000
2020-12-29 00:00:00+00,1.221950,1.227520,1.221940,1.225230,72928.0000
2020-12-30 00:00:00+00,1.225210,1.231020,1.225150,1.229860,82368.0000
2020-12-31 00:00:00+00,1.229860,1.230940,1.220940,1.221560,76546.0000
2021-01-03 00:00:00+00,1.224000,1.225280,1.223120,1.225000,1839.0000
2021-01-04 00:00:00+00,1.224980,1.230980,1.223880,1.225270,112311.0000
2021-01-05 00:00:00+00,1.225260,1.230570,1.224720,1.229880,98510.0000
2021-01-06 00:00:00+00,1.229900,1.234960,1.226560,1.233840,146960.0000
2021-01-07 00:00:00+00,1.233860,1.234460,1.224510,1.226900,116727.0000
2021-01-08 00:00:00+00,1.226920,1.228480,1.219310,1.222090,130625.0000
2021-01-10 00:00:00+00,1.221900,1.222750,1.218250,1.218720,2826.0000
2021-01-11 00:00:00+00,1.218700,1.219990,1.213220,1.216080,103065.0000
2021-01-12 00:00:00+00,1.216070,1.220980,1.213720,1.220880,98393.0000
2021-01-13 00:00:00+00,1.220900,1.222290,1.213980,1.216200,93680.0000
2021-01-14 00:00:00+00,1.216220,1.217860,1.211100,1.215060,104373.0000
2021-01-15 00:00:00+00,1.215070,1.216260,1.207500,1.208040,91103.0000
2021-01-17 00:00:00+00,1.208400,1.208640,1.206610,1.206640,1981.0000
2021-01-18 00:00:00+00,1.206620,1.208680,1.205360,1.207780,61440.0000
2021-01-19 00:00:00+00,1.207760,1.214500,1.207750,1.213950,81516.0000
2021-01-20 00:00:00+00,1.213940,1.215840,1.207660,1.211460,88728.0000
2021-01-21 00:00:00+00,1.211450,1.217320,1.210940,1.216560,96053.0000
2021-01-22 00:00:00+00,1.216580,1.218960,1.215160,1.217180,85008.0000
2021-01-24 00:00:00+00,1.217160,1.217280,1.216390,1.216720,1065.0000
2021-01-25 00:00:00+00,1.216730,1.218340,1.211610,1.214280,99467.0000
2021-01-26 00:00:00+00,1.214270,1.217600,1.210780,1.216340,95522.0000
2021-01-27 00:00:00+00,1.216340,1.216990,1.205850,1.210300,133897.0000
2021-01-28 00:00:00+00,1.210280,1.214240,1.208080,1.212100,133865.0000
2021-01-29 00:00:00+00,1.212080,1.215600,1.209450,1.213760,137711.0000
2021-01-31 00:00:00+00,1.213100,1.213420,1.212040,1.212300,3368.0000
2021-02-01 00:00:00+00,1.212280,1.213650,1.205610,1.206780,107263.0000
2021-02-02 00:00:00+00,1.206770,1.208780,1.201160,1.203680,103090.0000
2021-02-03 00:00:00+00,1.203700,1.205020,1.200420,1.204160,81702.0000
2021-02-04 00:00:00+00,1.204170,1.204290,1.195740,1.196630,89272.0000
2021-02-05 00:00:00+00,1.196610,1.205020,1.195240,1.204660,89230.0000
2021-02-07 00:00:00+00,1.203820,1.205540,1.203710,1.204860,1955.0000
2021-02-08 00:00:00+00,1.204890,1.206610,1.201980,1.205240,71828.0000
2021-02-09 00:00:00+00,1.205230,1.212200,1.204940,1.211620,87982.0000
2021-02-10 00:00:00+00,1.211640,1.214410,1.210880,1.211900,86878.0000
2021-02-11 00:00:00+00,1.211920,1.214960,1.211360,1.213060,66475.0000
